citation,exp,latitude,longitude,z,gs_mat,gs_map,gs_par,gs_ai,ecosystem_type,experiment_type,species,family,growth_form,growth_duration,photo_path,n_fixer,myc_assoc,response,gNi,vNi,wNi,gPi,vPi,wPi,gNPi,vNPi,wNPi,dNi,dvNi,dwNi,dPi,dvPi,dwPi,dNPi,dvNPi,dwNPi,dNPi_se
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,acacia_decora,fabaceae,tree,perennial,c3,yes,EcM-AM,jmax,-1.755394409,0.506730736,1.973434664,-0.604653881,0.34856693,2.868889485,-1.440290511,0.419768198,2.382267176,-0.988703128,0.180312684,5.545921547,-0.188433272,0.175192973,5.707991484,0.477357514,0.176238425,5.674131507,0.171385737
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,acacia_melanoxylon,fabaceae,tree,perennial,c3,yes,EcM-AM,jmax,-0.000346112,0.366666672,2.727272687,0.706080141,0.389327992,2.568528386,0.092547806,0.367055989,2.724380011,-0.255691681,0.175355316,5.702707052,0.358034659,0.175696678,5.691627237,-0.255360152,0.175354396,5.702736998,0.170955353
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,allocasuarina_luehmannii,casuarinacea,tree,perennial,c3,no,EcM-AM,jmax,0.578532649,0.347279168,2.879527748,0.088857656,0.33366232,2.997042038,1.07740151,0.381699751,2.619860239,0.845531,0.170390222,5.868881364,0.287146849,0.167096111,5.984579737,0.178967779,0.166833487,5.99400048,0.166750056
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,banksia_integrifolia,proteaceae,tree,perennial,c3,no,NM,jmax,1.295579979,0.703228153,1.422013603,0.529652767,0.603371337,1.657354167,2.485731597,0.793270087,1.2606047,1.688386991,0.302922089,3.301178876,0.785501894,0.284308444,3.517306723,0.171789673,0.279412597,3.578936702,0.236394838
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,brachychiton_populneus,malvaceae,tree,perennial,c3,no,AM,jmax,-0.243204016,0.335797841,2.977982217,-0.376860925,0.37312231,2.680086322,0.50940729,0.344145658,2.905746382,0.204017019,0.175226212,5.706908747,0.251608242,0.175344058,5.703073205,0.468911559,0.176194989,5.675530294,0.171364616
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,brachychiton_rupestris,malvaceae,tree,perennial,c3,no,AM,jmax,-0.183377636,0.334734473,2.987442525,-0.597380413,0.34820264,2.87189092,0.842574117,0.362913798,2.755475285,0.23021379,0.1669427,5.990079233,0.205480331,0.166886574,5.992093776,0.475294295,0.167843253,5.9579398,0.167253925
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,callistemon_citrinus,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax,1.68990989,0.49647555,2.014197879,0.620464012,0.384165557,2.603044394,0.885499415,0.402307995,2.485657788,0.729443769,0.177891784,5.621395091,0.30918178,0.175519529,5.697371709,-0.264050113,0.175378926,5.70193934,0.17096731
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,callistemon_salignus,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax,-0.154779196,0.40119783,2.492535914,0.137454558,0.367525474,2.720899833,1.222100215,0.434554346,2.301208146,0.593161416,0.185332427,5.395709843,0.862330849,0.187558416,5.331672249,0.743468125,0.186473929,5.362679946,0.176292337
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,campanula_persicifolia_'alba'_,campanulaceae,forb,perennial,c3,no,AM,jmax,0.723071791,0.355118034,2.815965128,-0.072586163,0.333552865,2.998025519,0.70051628,0.353780127,2.826614392,0.713490052,0.169318063,5.906044421,0.141550706,0.166771024,5.996245488,0.190759729,0.166856194,5.993184761,0.166761403
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,casuarina_cunninghammiana,casuarinacea,tree,perennial,c3,no,EcM-AM,jmax,-0.157561762,0.334367738,2.99071916,-0.166363532,0.334486534,2.989656973,1.985841907,0.49764867,2.009449759,1.111396533,0.173100012,5.777007118,1.08709486,0.172821746,5.786308859,1.282804336,0.175237432,5.706543333,0.170898329
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,eucalyptus_camadulensis,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax,-1.721147606,0.456764545,2.189311782,-0.394125579,0.339805624,2.942858887,0.39344383,0.339783252,2.943052649,-0.226886489,0.166934779,5.990363475,0.637430668,0.168782906,5.924770622,1.058255091,0.172499499,5.797118281,0.169558003
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,eucalyptus_platypus,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax,-0.139730663,0.400976233,2.493913399,-0.653742262,0.421368947,2.373217121,0.88149932,0.401986714,2.487644402,0.749419008,0.195009696,5.127950163,0.19230152,0.191886785,5.2114063,0.87633146,0.196237838,5.095857195,0.18084885
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,festuca_arundinacea,poaceae,graminoid,perennial,c3,no,AM,jmax,0.410078167,0.340340171,2.938236756,-0.927642239,0.369188338,2.708644602,-0.309965475,0.337336608,2.964398099,0.309585836,0.167165851,5.982083028,-0.59665521,0.16852082,5.933984893,-0.183336513,0.166841731,5.993704311,0.166754176
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,festuca_rubra,poaceae,graminoid,perennial,c3,no,AM,jmax,0.58695948,0.347688393,2.876138577,-0.014082815,0.333341597,2.99992563,1.508978699,0.42820903,2.335308064,0.912972424,0.17100791,5.847682731,0.111194177,0.166731063,5.997682618,0.119389805,0.166740906,5.997328579,0.166703782
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,geranium_potentilloides,geraniaceae,forb,perennial,c3,no,AM,jmax,0.84924267,0.399449081,2.503447993,-0.458861314,0.342106404,2.923067172,0.329639184,0.337860916,2.959797809,0.762905455,0.178163178,5.612832078,-0.398336419,0.175862347,5.68626551,-0.073955908,0.175029725,5.713315253,0.170797017
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,geranium_pratense,geraniaceae,forb,perennial,c3,no,AM,jmax,1.55279001,0.433798201,2.305219336,0.352170208,0.338500994,2.954201074,2.0544132,0.509192233,1.963894842,1.888655036,0.185244885,5.398259726,0.350868343,0.167307857,5.977005601,-0.076030213,0.166696774,5.998916335,0.16668172
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,geum_quellyon_'urbanum',rosaceae,forb,perennial,c3,no,AM,jmax,-0.097407843,0.367097952,2.724068585,0.003713225,0.333333908,2.999994829,0.956992115,0.37149308,2.691840185,0.443580722,0.176069369,5.679579628,0.570825951,0.176770882,5.657040285,0.566530128,0.176744328,5.657890187,0.171631547
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,hakea_petiolaris,proteaceae,tree,perennial,c3,no,NM,jmax,2.762109262,0.651218649,1.53558256,1.047928707,0.379089774,2.637897587,1.412279137,0.516393285,1.936508529,1.530934905,0.200816828,4.979662368,0.382854868,0.188332829,5.309748741,-0.383969367,0.188337685,5.309611842,0.216989449
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,helleborus_hybridus_'slate',ranunculaeae,forb,perennial,c3,no,AM,jmax,-0.345738462,0.338313962,2.955834263,0.222706127,0.368921122,2.710606523,-0.224062934,0.335425175,2.981290835,-0.41372295,0.175930254,5.684070698,0.172631671,0.175161966,5.709001928,-0.019532261,0.175002073,5.714218012,0.170783524
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,lomandra_longifolia_a,asparagaceae,graminoid,perennial,c3,no,NM-AM,jmax,2.683263645,0.776661856,1.287561623,1.163999936,0.484411459,2.064360743,2.438479828,0.581090995,1.720900873,1.966433481,0.232501212,4.301052842,0.847511425,0.212822556,4.698750072,0.292761819,0.208869018,4.787689488,0.18657841
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,lomandra_longifolia_b_(glaucus_form),asparagaceae,graminoid,perennial,c3,no,NM-AM,jmax,0.384297951,0.542563641,1.843101759,-0.173754325,0.535220244,1.868389718,0.550016218,0.60494175,1.653051718,0.632742162,0.248777176,4.019661349,-0.067588188,0.245866923,4.067240883,0.07724139,0.245877203,4.067070835,0.247930032
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,lupinus_alba,fabaceae,forb,annual,c3,yes,NM,jmax,0.492903367,0.513497429,1.947429418,1.212526268,0.688349044,1.452751346,1.193781522,0.579173018,1.726599771,0.1744109,0.229366793,4.359829024,0.993002422,0.235653863,4.243512023,-0.312790939,0.229810339,4.351414323,0.19570826
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,panicum_antidotale,poaceae,graminoid,perennial,c4,no,AM,jmax,0.065483649,0.366861581,2.725823724,-0.131297722,0.367450262,2.721456763,1.567616973,0.435725957,2.29502049,0.725061203,0.186320343,5.36710046,0.538834329,0.184983006,5.405901981,0.642045003,0.185675503,5.385740101,0.175914516
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,pinus_radiata,pinaceae,tree,perennial,c3,no,EcM,jmax,-0.100725813,0.33375607,2.996200185,-0.103030638,0.333775638,2.996024533,0.237185187,0.503125379,1.987576144,0.097401602,0.208389804,4.798699268,0.120091748,0.208419179,4.798022937,0.215279676,0.208609198,4.793652473,0.263697553
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,pittosporum_phillyraeoides,pittosporaceae,tree,perennial,c3,no,AM,jmax,1.600790596,0.483145327,2.069770613,0.816962584,0.433371393,2.30748964,2.348055751,0.67566829,1.480016177,1.585605486,0.206631814,4.839525824,0.906896824,0.196562273,5.087446259,0.206559399,0.191920636,5.21048712,0.195918675
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,plantago_euryphylla,plantaginaceae,forb,perennial,c3,no,AM,jmax,0.098205336,0.450535794,2.219579474,0.510046289,0.413007361,2.421264352,2.414408809,0.631638026,1.583185241,0.487806033,0.205653884,4.862538854,0.942752572,0.209721557,4.768227051,0.385110026,0.205093602,4.875822492,0.18488447
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,plantago_lanceolata,plantaginaceae,forb,perennial,c3,no,AM,jmax,0.695646123,0.353496814,2.828879812,0.001181285,0.36666673,2.727272255,2.873781521,0.67744251,1.47614002,1.522811381,0.187603014,5.330404778,0.801210846,0.178488798,5.602592496,0.799942717,0.178477763,5.602938901,0.172471139
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,poa_labillardieri,poaceae,graminoid,perennial,c3,no,AM,jmax,0.57636956,0.43327676,2.307993624,-0.489002466,0.428622837,2.333053475,-0.348112468,0.456732349,2.189466109,0.28356265,0.196311951,5.093933378,-0.647510317,0.198328986,5.042127332,-0.392392535,0.196749833,5.082596443,0.19836826
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,poa_sieberiana,poaceae,graminoid,perennial,c3,no,AM,jmax,-0.304485018,0.421302223,2.373592983,0.307533684,0.455254276,2.196574646,0.65168642,0.437901426,2.283618961,0.139332717,0.195948891,5.103371585,0.667948197,0.198489017,5.038062141,0.423504163,0.196900927,5.078696246,0.181154137
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,themeda_triandra,poaceae,graminoid,perennial,c4,no,AM,jmax,0.631201469,0.384776453,2.598911635,-0.936493893,0.406531249,2.459835504,0.876680827,0.365357053,2.737048572,0.946502856,0.18842349,5.307193904,-0.453898083,0.184503921,5.419939009,0.085793911,0.183375155,5.45330146,0.174821411
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,acacia_decora,fabaceae,tree,perennial,c3,yes,EcM-AM,jmax_vcmax,1.074031375,0.419100457,2.386062775,0.381977074,0.33941277,2.946265102,1.868389085,0.478786574,2.088613287,1.475098586,0.18682563,5.352584666,0.509831291,0.176412652,5.668527679,0.354680093,0.175683685,5.692048196,0.171115792
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,acacia_melanoxylon,fabaceae,tree,perennial,c3,yes,EcM-AM,jmax_vcmax,0.605985736,0.383358426,2.608524898,-0.055860545,0.366808503,2.726218154,0.58773197,0.382367979,2.615281758,0.673416935,0.177464622,5.634925943,-0.038563697,0.175008082,5.714021812,0.011587778,0.17500073,5.714261885,0.170782869
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,allocasuarina_luehmannii,casuarinacea,tree,perennial,c3,no,EcM-AM,jmax_vcmax,-0.001487563,0.333333426,2.99999917,-0.059716313,0.333481918,2.998663332,-0.947245278,0.370719734,2.697455539,-0.345384101,0.16728797,5.977716162,-0.400050068,0.167500209,5.970141818,-0.344051039,0.167283183,5.977887213,0.16697464
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,atriplex_nummularia,chenopodiaceae,tree,perennial,c3,no,NM-AM,jmax_vcmax,0.904598394,0.403862042,2.476093062,-0.100825647,0.450564767,2.219436744,2.203802865,0.642837353,1.555603442,1.070798268,0.211332972,4.731869278,-0.145849026,0.204299616,4.894771797,-0.133646876,0.204278301,4.89528254,0.202127831
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,banksia_integrifolia,proteaceae,tree,perennial,c3,no,NM,jmax_vcmax,1.26079237,0.696876005,1.434975509,0.234247457,0.587252753,1.702844296,0.227233332,0.45286861,2.208145977,0.811496446,0.284654387,3.513032099,-0.55122089,0.281698704,3.549892087,-0.792710207,0.284403246,3.516134276,0.238496644
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,brachychiton_populneus,malvaceae,tree,perennial,c3,no,AM,jmax_vcmax,0.642706658,0.35054466,2.852703558,-0.629870682,0.38470017,2.599426976,0.784061354,0.358948009,2.785918785,1.089176113,0.181447308,5.511241875,-0.287690519,0.175449814,5.699635556,0.294366942,0.175470934,5.698949541,0.171012151
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,brachychiton_rupestris,malvaceae,tree,perennial,c3,no,AM,jmax_vcmax,0.667090175,0.351875388,2.841915165,0.30026198,0.337089886,2.966567798,1.202835669,0.393617235,2.540539159,0.648097793,0.168854327,5.922264587,-0.260235652,0.167019389,5.98732883,-0.309329663,0.167165025,5.982112579,0.16691566
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,callistemon_citrinus,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax_vcmax,1.709075951,0.499436694,2.002255764,0.5260276,0.379244168,2.636823671,0.951983723,0.407860894,2.451816327,1.346147544,0.184848441,5.409837338,-0.768192836,0.178207175,5.611446335,-1.046465678,0.180951578,5.526340301,0.173662306
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,callistemon_salignus,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax_vcmax,1.044157507,0.454513245,2.200155905,0.187616633,0.368266667,2.715423606,0.146444464,0.367641484,2.720041245,0.685126788,0.186000371,5.376333348,-0.493041146,0.184714524,5.413759448,-0.731681189,0.186375137,5.365522562,0.176245632
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,callitris_endlicheri,cupressaceae,tree,perennial,c3,no,AM,jmax_vcmax,-0.179973929,0.368138967,2.716365527,1.141735505,0.425919392,2.347862103,0.672234821,0.38720756,2.582594203,0.426600557,0.192749929,5.188069362,0.532668145,0.193355568,5.17181901,0.454676927,0.192897209,5.184108185,0.196416501
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,campanula_persicifolia_'alba'_,campanulaceae,forb,perennial,c3,no,AM,jmax_vcmax,-1.004234761,0.375353644,2.664154235,0.689370045,0.353134627,2.831781203,-1.37467055,0.41207163,2.426762551,-1.250589571,0.174812366,5.720419115,0.353351422,0.167316965,5.976680259,-0.56398239,0.168323313,5.940947697,0.167492942
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,casuarina_cunninghammiana,casuarinacea,tree,perennial,c3,no,EcM-AM,jmax_vcmax,-0.091161027,0.333679597,2.996886859,0.400865833,0.340028892,2.940926558,0.926296641,0.369084394,2.709407428,0.116905078,0.166737848,5.997438569,0.674119691,0.169033528,5.915986091,0.174695926,0.166825618,5.994283202,0.166746123
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,eucalyptus_camadulensis,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax_vcmax,-0.420265351,0.340692624,2.935197098,-0.677587878,0.352463556,2.837172764,-0.284286517,0.336700784,2.969996051,-0.032960713,0.166672325,5.999796305,-0.295670301,0.167121984,5.983653234,0.420054545,0.167585655,5.967097829,0.167125529
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,eucalyptus_platypus,myrtaceae,tree,perennial,c3,no,EcM-AM,jmax_vcmax,-1.558311819,0.521416786,1.917851566,-0.230067236,0.402646547,2.483567805,-1.864245868,0.524639969,1.906069035,-1.879136558,0.212685442,4.701779266,-0.228902362,0.191978549,5.208915284,0.054642911,0.19168444,5.21690755,0.178738375
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,festuca_arundinacea,poaceae,graminoid,perennial,c3,no,AM,jmax_vcmax,0.757389785,0.35723497,2.799278019,-0.438836009,0.341357377,2.929481148,1.8361724,0.473813712,2.110534109,1.499355006,0.178375341,5.606156073,0.962656655,0.17149327,5.831132616,1.036934794,0.172266843,5.804947634,0.16944362
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,festuca_rubra,poaceae,graminoid,perennial,c3,no,AM,jmax_vcmax,0.771761215,0.358150641,2.792121211,0.262259468,0.336199168,2.97442735,0.590903632,0.347881963,2.874538227,0.585170214,0.168450126,5.936475229,-0.219916586,0.166918559,5.990945565,-0.37432087,0.167396438,5.973842762,0.167031154
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,geranium_potentilloides,geraniaceae,forb,perennial,c3,no,AM,jmax_vcmax,0.063389618,0.366849314,2.725914869,-0.794326423,0.359623103,2.780688983,0.624012659,0.349557992,2.860755651,0.648466824,0.177285376,5.640623166,0.14833927,0.17511959,5.710383405,0.596954336,0.176936709,5.651738438,0.17172493
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,geranium_pratense,geraniaceae,forb,perennial,c3,no,AM,jmax_vcmax,0.4978952,0.343662485,2.909831724,0.153293544,0.334312455,2.991213717,1.289093604,0.40257343,2.484018879,0.834416143,0.17029297,5.872233,0.358507229,0.16733608,5.975997512,0.214191753,0.166905615,5.99141017,0.166786098
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,geum_quellyon_'urbanum',rosaceae,forb,perennial,c3,no,AM,jmax_vcmax,0.695844862,0.388675761,2.572838599,-1.481126294,0.424738962,2.354387255,2.771041737,0.653278013,1.530741859,1.706940825,0.190835038,5.240127865,-0.195915433,0.175208602,5.707482314,0.761792479,0.178153955,5.61312264,0.172314613
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,hakea_petiolaris,proteaceae,tree,perennial,c3,no,NM,jmax_vcmax,1.00130392,0.375108731,2.665893693,-1.051213695,0.379377093,2.635899791,0.143776621,0.417700253,2.394061277,1.040724701,0.193654022,5.163848335,-0.862734855,0.191729042,5.215693921,0.150870755,0.187629329,5.329657164,0.216581006
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,helleborus_hybridus_'slate',ranunculaeae,forb,perennial,c3,no,AM,jmax_vcmax,-0.803447131,0.360230304,2.776001878,0.617691879,0.384009542,2.604101957,-0.181641169,0.334708063,2.987678249,-0.830050596,0.178744478,5.594578417,0.612680272,0.177040093,5.648438062,-0.104346761,0.175059175,5.712354114,0.170811385
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,lomandra_longifolia_a,asparagaceae,graminoid,perennial,c3,no,NM-AM,jmax_vcmax,1.65349492,0.553368939,1.807112632,0.854139775,0.453144404,2.206802049,0.846823442,0.363212914,2.75320607,0.971128126,0.214227645,4.667931633,-0.276262397,0.208810339,4.789034895,-0.909380681,0.213501916,4.683798716,0.188636297
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,lomandra_longifolia_b_(glaucus_form),asparagaceae,graminoid,perennial,c3,no,NM-AM,jmax_vcmax,0.282828262,0.538332822,1.857586902,0.14361479,0.534622409,1.870479021,0.011107502,0.583342146,1.714259816,0.085939898,0.24588764,4.066898203,-0.072441129,0.245871919,4.067158226,-0.234617037,0.246238077,4.061110336,0.248111909
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,lupinus_alba,fabaceae,forb,annual,c3,yes,NM,jmax_vcmax,-0.847627392,0.539915122,1.852142975,-0.650497162,0.613558087,1.629837534,-0.097749604,0.500530833,1.997878922,-0.182804761,0.229386519,4.359454094,0.053648022,0.229185602,4.363275847,0.601008215,0.231543054,4.318851215,0.196444672
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,panicum_antidotale,poaceae,graminoid,perennial,c4,no,AM,jmax_vcmax,-0.643011874,0.385460497,2.594299565,0.278444719,0.370190824,2.701309528,0.424963676,0.340858089,2.933772246,-0.193544557,0.183546171,5.448220426,0.648717694,0.185724439,5.384321007,0.427560606,0.184372016,5.423816608,0.175295948
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,pinus_radiata,pinaceae,tree,perennial,c3,no,EcM,jmax_vcmax,1.886152532,0.481565474,2.076560829,1.207182355,0.394053718,2.53772507,1.147985978,0.5732151,1.744545808,1.192953372,0.216804391,4.612452699,0.291516522,0.208839178,4.788373571,-0.290557667,0.208835856,4.788449745,0.26384077
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,pittosporum_phillyraeoides,pittosporaceae,tree,perennial,c3,no,AM,jmax_vcmax,0.403565033,0.374069609,2.673299235,1.129497803,0.463788264,2.156156326,1.055863784,0.455742416,2.19422192,0.599164358,0.193803559,5.159863961,0.956339461,0.197110626,5.073293208,0.483643611,0.193058995,5.179763836,0.196498852
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,plantago_euryphylla,plantaginaceae,forb,perennial,c3,no,AM,jmax_vcmax,-1.816602566,0.633335827,1.578941152,-0.133695545,0.400893725,2.494426672,-0.927127907,0.405737856,2.46464555,-1.292321797,0.214604764,4.659728796,0.431618606,0.205331008,4.870185022,0.614837626,0.206529325,4.841927416,0.185530467
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,plantago_lanceolata,plantaginaceae,forb,perennial,c3,no,AM,jmax_vcmax,1.274580433,0.401023137,2.493621711,0.186417611,0.368246281,2.715573925,3.622782481,0.880189704,1.13611872,2.307629728,0.20394106,4.903377486,1.351090425,0.184920899,5.407717612,1.166134431,0.182390595,5.482738839,0.174351463
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,poa_labillardieri,poaceae,graminoid,perennial,c3,no,AM,jmax_vcmax,-0.461615549,0.427321112,2.340160528,-1.139690334,0.48161137,2.076362942,0.771799436,0.483093021,2.069994716,0.54933093,0.19762955,5.059972043,0.487295784,0.197246769,5.069791538,0.99232682,0.201694717,4.957988058,0.200845571
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,poa_sieberiana,poaceae,graminoid,perennial,c3,no,AM,jmax_vcmax,-0.325228625,0.42195535,2.369919,-0.277961597,0.454292369,2.201225615,0.608168695,0.435160125,2.298004673,0.309219152,0.196402479,5.091585426,0.459442356,0.197089805,5.073829155,0.59193912,0.197919,5.052572024,0.18162186
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,themeda_triandra,poaceae,graminoid,perennial,c4,no,AM,jmax_vcmax,-0.401166301,0.373981867,2.673926436,-0.594062332,0.382708033,2.612957959,-0.70273774,0.353910014,2.825577014,-0.184498664,0.183526741,5.44879724,-0.353022257,0.184041428,5.433559222,0.246193354,0.183677715,5.4443186,0.174965575
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,acacia_decora,fabaceae,tree,perennial,c3,yes,EcM-AM,rd,-0.175722526,0.368070231,2.716872806,-0.840404568,0.36276166,2.756630897,-0.472153948,0.342622056,2.918667907,0.009302854,0.17500047,5.714270356,-0.604685535,0.176987199,5.650126146,0.226369457,0.175278495,5.70520644,0.170918351
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,acacia_melanoxylon,fabaceae,tree,perennial,c3,yes,EcM-AM,rd,0.317176538,0.371239437,2.693679333,0.035207871,0.366723012,2.726853695,0.091181161,0.367044576,2.724464726,0.200011405,0.175217416,5.707195222,-0.090270634,0.175044287,5.712839978,-0.122130858,0.175081065,5.711639922,0.170822064
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,allocasuarina_luehmannii,casuarinacea,tree,perennial,c3,no,EcM-AM,rd,0.284786376,0.336712637,2.969891507,0.19385128,0.334899097,2.985974015,0.932971963,0.369601528,2.705616516,0.664508481,0.168966518,5.918332282,0.647166623,0.168848045,5.922484919,0.54153894,0.168194086,5.945512274,0.167428634
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,atriplex_nummularia,chenopodiaceae,tree,perennial,c3,no,NM-AM,rd,1.055727068,0.417328469,2.396194066,0.12221025,0.450829741,2.218132275,2.432998059,0.695973978,1.43683533,1.703232792,0.222297929,4.498467464,0.68826617,0.207127356,4.827947493,0.603039965,0.206439524,4.844033642,0.203194254
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,banksia_integrifolia,proteaceae,tree,perennial,c3,no,NM,rd,4.453002346,1.999706897,0.500073286,2.019715514,0.874708388,1.143238151,1.035513312,0.509571546,1.962432967,1.928551474,0.310160923,3.224132781,-0.709640153,0.283363243,3.529039228,-1.718164041,0.303767397,3.291992521,0.246482209
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,brachychiton_populneus,malvaceae,tree,perennial,c3,no,AM,rd,-0.498511204,0.343688059,2.909615197,-0.705310541,0.389278619,2.568854158,2.244783303,0.543293837,1.840624599,1.131199352,0.181954413,5.495882095,1.182135158,0.182594802,5.476607166,1.661780662,0.190008234,5.262929829,0.17795516
crous2017,ANUglass_fnp,NA,NA,NA,NA,NA,NA,NA,NA,chamber,brachychiton_rupestris,malvaceae,tree,perennial,c3,no,AM,rd,1.404492051,0.415524913,2.406594569,0.031197329,0.333373886,2.999635067,1.479978311,0.424597325,2.355172633,1.472188543,0.177954891,5.619401599,-0.009031832,0.166667092,5.999984705,-0.03432096,0.166672802,5.999779147,0.166669734
